id_venda,cliente,produto,data_venda,preco,quantidade
8521,Tiffany Scott,Laptop,2020-08-02,1978.45,5
8522,Jason Soto,Mouse,2022-05-25,190.99,2
8523,Jordan Snyder,Tablet,2022-08-04,1106.1,3
8524,Amy Delgado,Celular,2021-02-07,2323.21,1
8525,Valerie Trevino,Fone de Ouvido,2022-07-28,299.59,2
8526,Stephen Lee,Teclado,2022-09-26,277.13,5
8527,Kayla Wright,Tablet,2020-07-03,2165.83,4
8528,Janice Johnson,Teclado,2022-06-29,270.23,3
8529,Joe Smith,Câmera,2020-09-09,4095.38,3
8530,Frank Beltran,Mouse,2023-06-30,198.75,2
8531,Marc Thompson,Monitor,2023-10-04,940.29,2
8532,Terry Hickman,Impressora,2020-10-01,549.87,5
8533,Carlos Gregory,Impressora,2020-08-09,632.35,5
8534,Lisa Perez,Celular,2020-08-10,1558.32,3
8535,Collin Cruz,Laptop,2021-12-31,2600.2,5
8536,Matthew Walker,Laptop,2021-05-08,2587.01,1
8537,Lisa Tyler,Roteador,2021-01-25,154.68,2
8538,John Ellis,Laptop,2023-08-16,2508.2,3
8539,Michael Hayes,Mouse,2023-03-04,112.25,5
8540,Adam Montgomery,Teclado,2022-01-19,347.23,3
8541,Brandon Gonzalez,Fone de Ouvido,2022-08-20,67.16,5
8542,Derrick Harris,Laptop,2020-06-22,3579.89,4
8543,Michael Woodward,Monitor,2022-05-22,1589.45,2
8544,Natalie Black,Mouse,2021-02-23,66.64,2
8545,Ethan Martin,Celular,2021-02-14,1386.54,5
8546,Miss Sharon Mills,Celular,2021-06-18,1734.52,2
8547,Ryan Ayers,Laptop,2023-11-30,1658.23,2
8548,Danielle Weber,Celular,2023-01-28,1327.02,4
8549,Gary Martinez,Roteador,2022-01-02,237.48,4
8550,Eric Mathis,Tablet,2020-07-18,2488.22,1
8551,Mike Jones,Mouse,2021-09-23,196.91,4
8552,Christine Long,Roteador,2020-10-15,367.62,1
8553,Rebecca Fox,Fone de Ouvido,2021-11-04,111.17,2
8554,Jessica Hernandez DDS,Laptop,2021-01-24,3116.49,1
8555,Paul Rodriguez,Celular,2022-10-06,2127.16,2
8556,Roger Mueller,Laptop,2023-06-24,2558.11,1
8557,Alexander Smith,Câmera,2021-09-09,3984.59,3
8558,Tammy Payne,Monitor,2020-01-18,1590.73,4
8559,Jillian Butler,Câmera,2021-04-07,4224.51,1
8560,Michael Gonzalez,Impressora,2020-09-10,783.66,3
8561,Sara Faulkner,Teclado,2020-09-07,182.82,4
8562,Scott Blankenship,Teclado,2022-11-03,326.07,1
8563,David Miller,Monitor,2022-06-04,1864.42,1
8564,Zoe Castillo,Mouse,2021-05-12,176.92,1
8565,Wayne Carter,Impressora,2020-02-09,526.89,1
8566,Susan Reid,Laptop,2020-01-29,3762.39,5
8567,Christine Baker,Roteador,2023-01-21,205.99,5
8568,Stacy Cannon,Fone de Ouvido,2020-03-15,183.57,4
8569,Ryan Ayala,Câmera,2020-08-29,1612.56,5
8570,Christopher Murphy,Tablet,2021-02-04,1849.29,3
8571,David Smith,Câmera,2020-11-28,4406.75,3
8572,Heather Fuller,Roteador,2020-02-01,516.78,4
8573,Kathleen Gomez,Tablet,2022-11-26,1116.6,3
8574,Christy Williams,Mouse,2020-05-17,114.0,2
8575,Robert Rogers,Tablet,2020-02-16,1547.45,1
8576,Carlos Russell,Celular,2023-09-13,1025.33,5
8577,Robin Garcia,Teclado,2023-07-28,264.35,4
8578,Julia Brewer,Celular,2021-01-04,2374.24,4
8579,Destiny Walker,Monitor,2021-12-03,975.72,4
8580,Judy Chapman,Roteador,2022-01-25,397.8,2
8581,James Munoz,Roteador,2023-11-21,151.47,2
8582,Jamie Bryan,Impressora,2020-02-25,1186.53,4
8583,Amanda Shelton,Tablet,2023-09-09,1681.37,3
8584,Daniel Chen,Teclado,2020-01-24,357.83,2
8585,Michelle Roth,Impressora,2023-01-25,327.07,5
8586,Julie Lopez,Monitor,2023-09-01,1434.67,5
8587,Rhonda Williams,Fone de Ouvido,2023-08-20,262.74,4
8588,Joseph Griffin,Impressora,2021-05-25,797.5,2
8589,Joseph Taylor,Monitor,2023-07-23,1012.82,3
8590,Cindy Ramirez,Fone de Ouvido,2020-05-12,263.71,4
8591,Emily Barrera,Monitor,2022-05-24,1587.59,1
8592,Brian Guzman Jr.,Fone de Ouvido,2020-04-10,197.48,5
8593,William Hughes,Fone de Ouvido,2020-11-27,289.46,4
8594,Tiffany Miller,Monitor,2020-10-04,702.82,4
8595,Kristen Rios,Celular,2020-04-06,1872.74,4
8596,Lauren Green,Fone de Ouvido,2020-09-16,283.92,1
8597,Susan Sheppard,Teclado,2023-08-18,107.05,3
8598,Nancy Hayden,Câmera,2022-07-24,1653.3,3
8599,Max Simpson,Mouse,2023-10-01,97.28,3
8600,Kevin Garza,Tablet,2023-10-03,1988.48,1
8601,Justin Ramirez,Câmera,2023-07-30,1666.65,2
8602,Sharon Gonzalez,Laptop,2020-08-18,3123.04,5
8603,Tracey Allen,Roteador,2023-03-24,161.59,1
8604,Beth Brooks,Celular,2021-07-20,860.99,2
8605,Angela Taylor,Tablet,2020-04-16,1961.56,4
8606,Mark Shepard,Roteador,2022-07-12,196.0,1
8607,Connie Greer,Celular,2023-05-04,2322.48,4
8608,Howard Scott,Tablet,2020-05-14,1833.53,4
8609,Charles Harris,Mouse,2020-02-12,74.85,4
8610,Patrick Washington,Câmera,2020-07-09,4004.43,1
8611,Brittany May,Câmera,2021-10-26,1695.85,2
8612,Jill Miller,Celular,2021-06-15,2001.32,1
8613,Kenneth Ware,Laptop,2021-01-30,3849.41,1
8614,Dalton Lambert,Roteador,2022-02-05,495.65,3
8615,Justin Hood,Mouse,2021-07-26,171.82,5
8616,Leah Frazier,Monitor,2023-01-11,1315.15,3
8617,Amy Valdez,Impressora,2023-02-24,950.75,2
8618,Kevin Clark,Tablet,2023-10-07,1127.21,1
8619,Charles Cummings,Fone de Ouvido,2022-07-03,170.29,5
8620,Benjamin Brown,Mouse,2023-10-28,64.89,2
8621,Diana Barker,Fone de Ouvido,2020-03-30,82.21,1
8622,Jeanette Jensen,Celular,2020-08-05,1135.12,3
8623,Christina Torres,Mouse,2021-01-12,130.16,3
8624,Michael Lee,Câmera,2023-06-26,4801.05,3
8625,Steven Villarreal,Câmera,2020-04-16,1544.21,2
8626,Daniel Lowery,Mouse,2023-11-23,190.26,5
8627,Elizabeth Williams,Tablet,2023-09-15,1555.39,1
8628,Daniel Newton,Celular,2020-03-10,1340.16,2
8629,Anthony Collins,Fone de Ouvido,2022-11-28,158.44,3
8630,Daniel Turner,Câmera,2022-12-25,1118.91,2
8631,Lisa Mata,Mouse,2023-03-13,95.93,1
8632,Lisa Bell,Teclado,2023-07-22,368.4,3
8633,Michael Monroe,Laptop,2022-08-10,1869.39,3
8634,Veronica Jackson,Mouse,2021-06-26,94.42,4
8635,Michael Burns,Impressora,2021-06-15,980.76,3
8636,Derek Dixon,Roteador,2020-02-17,598.55,4
8637,Jonathan Simmons,Monitor,2020-01-04,1994.44,1
8638,Patrick Reynolds,Monitor,2021-07-10,532.81,1
8639,Amy Davidson,Monitor,2023-01-08,1292.89,1
8640,Haley Davis,Celular,2022-02-08,1206.38,4
8641,Carol Anderson,Tablet,2020-02-08,2021.66,2
8642,Brittney Rodriguez,Teclado,2020-12-11,202.17,1
8643,Sandy Peterson,Fone de Ouvido,2023-04-26,101.59,2
8644,Crystal Murphy,Monitor,2023-11-06,1057.73,5
8645,Jose Jones,Monitor,2023-08-04,1664.43,3
8646,Thomas Joseph,Roteador,2021-03-12,250.71,4
8647,Chelsea Austin,Impressora,2022-05-29,596.28,2
8648,Travis White,Fone de Ouvido,2022-08-18,216.47,1
8649,Patrick Hardy,Mouse,2023-07-28,166.54,2
8650,Rebecca Fisher,Fone de Ouvido,2023-06-07,204.72,4
8651,Angelica Hanson,Mouse,2023-08-06,143.55,5
8652,Elizabeth Alvarado,Fone de Ouvido,2022-12-10,281.48,3
8653,Steven Donaldson,Mouse,2023-11-21,128.12,5
8654,Cathy Thomas,Celular,2020-09-03,2461.66,1
8655,Janet Miller,Roteador,2022-10-03,211.0,3
8656,Jackie Stanton,Roteador,2023-11-16,207.34,5
8657,Matthew Anderson,Laptop,2021-01-08,1553.56,3
8658,Steven Mccoy,Laptop,2020-04-14,2389.78,2
8659,Ashley Perez,Mouse,2022-01-17,150.51,3
8660,Rita Garcia,Roteador,2021-05-24,587.42,2
8661,Nicholas Williams,Fone de Ouvido,2021-01-31,129.27,1
8662,William Blanchard,Teclado,2021-08-26,397.53,3
8663,Brian Brown,Fone de Ouvido,2022-08-19,296.42,5
8664,Amy Love,Celular,2020-03-05,1257.01,4
8665,Megan Patterson,Mouse,2021-11-14,68.55,4
8666,Kelly Jackson,Tablet,2023-02-21,1827.15,4
8667,Elizabeth Lee,Laptop,2022-12-25,2235.77,3
8668,Michelle Gutierrez,Mouse,2020-02-29,130.24,1
8669,Timothy Anthony,Impressora,2020-05-14,783.03,4
8670,Erin Ward,Monitor,2022-06-09,919.89,4
8671,Daniel Trevino,Laptop,2020-08-19,2842.97,5
8672,Mark Young,Teclado,2023-02-22,219.08,4
8673,Janet Massey,Fone de Ouvido,2023-06-18,71.67,5
8674,Billy Cortez,Teclado,2021-08-13,174.07,3
8675,Ashley Miles,Teclado,2023-04-19,223.24,2
8676,Dawn Diaz,Monitor,2020-05-17,1937.11,5
8677,Charles Brewer,Fone de Ouvido,2020-08-24,130.63,3
8678,Gregory Patel,Teclado,2022-02-26,238.96,3
8679,Gregory Lawrence,Teclado,2023-05-01,266.59,1
8680,Connor Park,Mouse,2022-11-11,176.1,3
8681,Melanie Alvarez,Roteador,2021-10-11,381.96,4
8682,Stephanie Anderson,Mouse,2023-01-29,131.61,5
8683,Sean Beltran,Roteador,2020-09-29,523.67,1
8684,Carolyn Morgan,Tablet,2022-04-28,2437.1,2
8685,Jessica Dudley,Celular,2023-12-01,1903.75,2
8686,Cody Terry,Impressora,2020-11-24,1124.36,3
8687,Sydney Flowers,Tablet,2023-12-14,1962.75,3
8688,Sabrina Sanchez,Impressora,2022-10-13,577.59,4
8689,Jason Howard,Monitor,2021-10-20,1198.65,5
8690,Andrew Woods,Tablet,2020-10-08,1513.98,5
8691,Dr. Megan Rodriguez DDS,Impressora,2022-09-27,642.02,4
8692,Patricia Woodard,Roteador,2020-05-24,405.97,2
8693,Colton Houston,Fone de Ouvido,2020-12-31,110.66,2
8694,Daniel Day,Laptop,2023-03-29,2016.56,2
8695,Cindy Silva,Fone de Ouvido,2023-10-23,259.36,5
8696,Christina Moore,Monitor,2022-04-18,588.18,1
8697,Toni Wilkins,Câmera,2023-09-04,3461.05,4
8698,Phyllis Flores,Teclado,2021-05-10,380.85,3
8699,John Young,Teclado,2023-05-25,185.17,2
8700,Kenneth Morgan,Fone de Ouvido,2022-09-30,258.77,5
8701,Curtis Wright,Fone de Ouvido,2022-02-19,132.9,5
8702,Michael King MD,Tablet,2022-04-05,974.7,2
8703,Michael Wright,Roteador,2023-12-15,197.17,2
8704,Alvin Blair,Fone de Ouvido,2020-10-02,278.54,4
8705,Amanda Medina,Teclado,2020-12-29,306.91,3
8706,Charles Johnson,Roteador,2020-12-03,467.6,5
8707,Patrick Dominguez,Teclado,2020-04-03,206.95,4
8708,Casey Gonzalez,Teclado,2020-05-27,265.15,1
8709,Tiffany Odonnell,Celular,2020-05-19,1883.96,1
8710,Christopher Suarez,Teclado,2023-05-19,361.58,5
8711,Lisa Gray,Monitor,2021-09-23,1045.13,4
8712,Jeffrey Contreras,Fone de Ouvido,2021-04-19,90.3,2
8713,Karen Sampson,Tablet,2022-01-07,1561.15,5
8714,Robert Jackson,Celular,2020-10-23,2464.51,3
8715,Tracy Terrell,Celular,2022-02-02,1032.83,3
8716,Sandra Vargas,Impressora,2021-01-16,336.84,5
8717,Latoya Smith,Impressora,2022-05-26,726.2,1
8718,Chad Butler,Impressora,2022-09-14,549.19,2
8719,Donald Stokes,Teclado,2020-03-04,155.11,3
8720,Beth Baker,Tablet,2023-10-19,1986.66,3
8721,Mr. James Bennett II,Laptop,2023-09-21,3746.76,2
8722,Kristen Payne,Monitor,2022-06-19,1547.96,4
8723,Kyle Martin,Monitor,2023-03-17,569.45,5
8724,Benjamin Reid,Fone de Ouvido,2021-12-10,197.17,2
8725,Anthony Ellis,Impressora,2023-05-27,707.55,1
8726,Jacqueline Wright,Teclado,2023-12-18,237.31,3
8727,Brad Combs,Monitor,2020-10-31,831.23,3
8728,Kristine Stone,Mouse,2020-04-28,58.8,1
8729,Joshua Acosta,Fone de Ouvido,2020-03-25,80.1,3
8730,Amanda Frazier,Impressora,2020-12-20,1001.41,3
8731,Stacy Odom,Celular,2021-11-28,1036.81,1
8732,Marie Harris,Mouse,2023-08-19,50.65,1
8733,Daniel Phillips,Mouse,2023-06-19,178.66,4
8734,Linda Fisher,Fone de Ouvido,2023-11-13,84.89,2
8735,Jessica Rodriguez,Laptop,2021-07-03,1998.25,4
8736,Lauren Hall,Laptop,2021-01-12,1734.45,3
8737,Terri Price,Mouse,2020-11-20,165.23,4
8738,Emily Orozco,Tablet,2021-01-28,929.35,5
8739,Linda Lopez,Tablet,2022-10-19,1099.89,4
8740,Megan Mann,Fone de Ouvido,2022-12-20,153.35,4
8741,Mary White,Câmera,2020-07-18,3675.76,3
8742,Stephanie Taylor,Tablet,2022-10-08,1529.02,1
8743,Ruth Roberts,Teclado,2023-11-21,143.69,1
8744,Adam Young,Impressora,2023-04-19,341.36,5
8745,Lynn White,Câmera,2022-12-01,3482.79,4
8746,Tracey Russo,Tablet,2022-09-02,651.29,2
8747,Anthony Moore,Fone de Ouvido,2022-11-06,255.66,1
8748,Emily Reynolds,Tablet,2020-08-29,1884.8,2
8749,Maria Perry,Teclado,2023-09-27,303.65,2
8750,Jesus Green,Câmera,2022-12-06,3500.14,4
8751,Matthew Deleon,Câmera,2023-12-12,3425.89,2
8752,Anthony Peck,Mouse,2020-01-09,134.57,3
8753,Jeanne Cunningham,Laptop,2023-02-16,2193.54,4
8754,Sarah Mejia,Tablet,2023-04-01,2111.92,4
8755,Keith Baldwin,Fone de Ouvido,2020-01-01,235.74,4
8756,Stephanie Lopez,Fone de Ouvido,2021-08-22,293.85,4
8757,Allison Ayala,Câmera,2022-10-03,4740.51,4
8758,Gregory Jenkins,Monitor,2023-06-24,1396.4,4
8759,Donald Smith,Tablet,2022-04-30,897.05,3
8760,Scott Ross,Celular,2023-10-19,2469.58,5
8761,Kenneth Wagner,Fone de Ouvido,2023-12-27,118.66,5
8762,Mary Howell,Tablet,2022-01-20,1983.48,1
8763,Patricia Williams,Fone de Ouvido,2021-06-28,105.19,5
8764,James Johnson,Laptop,2021-04-18,1536.48,2
8765,Gregory Young,Mouse,2023-08-21,159.67,2
8766,John Craig,Câmera,2021-07-27,4049.12,1
8767,Elizabeth Wright,Monitor,2020-11-03,816.27,3
8768,Elizabeth King,Tablet,2021-07-17,1284.56,3
8769,Ashley Castillo,Mouse,2023-04-24,154.03,4
8770,Brittney Morgan,Laptop,2022-11-14,2259.21,4
8771,Brent Hardy,Fone de Ouvido,2020-05-21,153.24,5
8772,David Hopkins,Impressora,2023-09-29,1070.94,2
8773,Joshua Gray,Câmera,2023-01-27,4194.45,4
8774,Nichole Hill,Celular,2021-08-10,1669.27,1
8775,Geoffrey Elliott,Laptop,2021-10-11,3349.58,4
8776,Ashley Vasquez,Mouse,2020-10-30,127.77,3
8777,Cynthia Wise,Câmera,2022-02-16,2882.03,5
8778,Lynn Warren,Impressora,2020-05-21,462.67,2
8779,Judith Smith,Laptop,2023-04-17,3935.7,1
8780,Brittany Robinson,Monitor,2020-07-12,1791.78,5
8781,Tracy Barnes,Mouse,2020-11-22,97.38,5
8782,Robert Rivers II,Laptop,2022-10-24,3066.83,4
8783,Tara Arnold,Fone de Ouvido,2022-10-28,126.78,5
8784,Brenda Finley,Impressora,2022-01-21,782.74,3
8785,Joseph Perkins,Teclado,2023-03-05,183.88,5
8786,Wendy Horton,Fone de Ouvido,2020-06-24,155.87,1
8787,Kevin Hunter,Impressora,2023-03-11,619.34,2
8788,Laurie Gonzalez,Câmera,2022-08-17,2671.09,4
8789,Lisa Bailey,Monitor,2021-03-06,697.99,5
8790,Jeff Mack,Monitor,2021-02-09,612.42,4
8791,Gregory Johnson,Fone de Ouvido,2020-04-18,127.0,5
8792,Sarah Walters,Teclado,2021-08-24,235.14,1
8793,Jerry Wright,Teclado,2022-01-30,156.91,3
8794,Eric Matthews,Fone de Ouvido,2023-05-02,273.72,2
8795,Amber Little,Câmera,2020-02-13,4385.01,1
8796,Deborah Hebert,Teclado,2022-02-19,228.8,1
8797,Jennifer Jordan,Monitor,2023-05-24,672.43,5
8798,Roy Cobb,Celular,2022-09-03,2194.96,4
8799,Bryan Buck,Tablet,2021-05-08,856.72,4
8800,Jeffrey Smith,Roteador,2023-02-24,488.95,1
8801,Joseph Mullins,Fone de Ouvido,2023-01-19,197.95,5
8802,Dr. John Myers,Fone de Ouvido,2021-08-16,128.84,4
8803,John Christensen,Tablet,2023-08-23,830.6,2
8804,Andrew Robertson,Impressora,2022-06-13,488.93,5
8805,Manuel Barker,Mouse,2023-12-06,198.4,1
8806,Mrs. Samantha Arnold,Câmera,2022-09-08,3267.17,1
8807,Donna Spears,Fone de Ouvido,2020-12-08,216.65,2
8808,Jeffrey Silva,Câmera,2021-11-08,3907.67,1
8809,Robert Smith,Monitor,2020-12-17,1323.31,3
8810,Chad Price,Tablet,2021-09-06,1291.59,2
8811,Clinton Yoder,Laptop,2023-09-27,2658.56,1
8812,Kyle Miller PhD,Mouse,2020-03-26,104.88,5
8813,Jenna May,Tablet,2021-10-07,2372.37,3
8814,Larry Weeks,Roteador,2020-06-02,284.93,3
8815,Jenna Garza,Celular,2021-08-22,1281.08,3
8816,Lauren Abbott,Roteador,2021-06-24,490.86,1
8817,Brandi Ruiz,Monitor,2023-08-31,1384.8,5
8818,Kelly Johns,Impressora,2023-08-15,753.6,3
8819,Aaron Benitez,Impressora,2022-06-02,508.72,3
8820,Mary Murphy,Laptop,2023-03-24,2788.63,5
8821,Christopher Wyatt,Impressora,2022-06-08,932.13,2
8822,Pamela Park,Monitor,2022-02-23,1704.09,2
8823,April Thompson,Impressora,2023-08-17,916.34,4
8824,Lisa Oliver,Impressora,2023-01-18,935.62,4
8825,Kenneth Salazar,Tablet,2022-11-05,1660.78,1
8826,Regina Rangel,Impressora,2022-09-19,557.13,1
8827,Jill Mcmahon,Câmera,2021-11-30,4952.61,4
8828,Michelle Mcdaniel,Fone de Ouvido,2023-05-02,284.4,2
8829,Teresa Cox,Mouse,2020-07-14,112.44,1
8830,Lisa Vang,Mouse,2022-01-05,185.43,4
8831,Sarah Johnson,Tablet,2020-01-02,2498.68,5
8832,Andrea Price,Monitor,2023-02-11,1460.45,4
8833,Pamela Nolan,Impressora,2023-07-09,468.37,5
8834,Carrie Byrd,Monitor,2020-02-22,1286.39,3
8835,Julian Nelson,Câmera,2023-03-20,1954.73,1
8836,Amy Medina,Tablet,2020-03-06,2315.53,2
8837,Shannon Osborn,Fone de Ouvido,2023-12-09,66.11,1
8838,Jon Clements,Celular,2022-12-13,1599.8,2
8839,Theresa Bernard,Mouse,2022-04-24,94.36,1
8840,Rachel Norton,Roteador,2020-09-22,139.6,1
8841,Stanley Baker,Teclado,2023-09-21,390.74,5
8842,Javier Smith,Tablet,2021-11-26,2212.61,2
8843,Derrick Walsh,Roteador,2022-06-09,207.22,2
8844,Marcus Fields,Celular,2021-02-27,977.3,5
8845,Matthew Nelson,Laptop,2023-06-16,3773.79,3
8846,Diane Mccoy,Tablet,2021-05-01,938.66,4
8847,Anna James,Laptop,2022-08-12,3008.98,2
8848,Laura Santiago,Fone de Ouvido,2023-02-28,76.56,3
8849,Monica Carroll,Mouse,2023-11-16,160.87,5
8850,Jennifer Ruiz,Fone de Ouvido,2020-04-29,61.41,3
8851,Autumn Herrera,Roteador,2022-04-09,475.68,5
8852,Hayley Hamilton,Fone de Ouvido,2022-06-28,243.04,5
8853,Kelly Anderson,Fone de Ouvido,2020-01-12,119.9,2
8854,Judith Bailey,Impressora,2021-09-24,938.04,5
8855,Randall Cooper MD,Laptop,2022-11-25,3508.01,5
8856,Heather Cline,Mouse,2020-11-28,152.95,4
8857,Caitlyn Humphrey,Roteador,2022-09-26,435.18,1
8858,Donna Rogers,Tablet,2021-04-11,1728.71,3
8859,Heather Murphy,Laptop,2020-03-29,2139.42,5
8860,Stacey Harding,Monitor,2020-01-03,1481.95,1
8861,Mary Wright,Mouse,2022-07-12,186.31,2
8862,Jessica Zamora,Laptop,2021-03-10,3842.69,3
8863,Alec Lopez,Fone de Ouvido,2020-08-10,59.92,5
8864,Michael Eaton,Laptop,2020-12-22,2969.72,2
8865,Joann Conley,Impressora,2021-04-20,586.67,3
8866,Steve Mccoy,Tablet,2022-04-01,2033.54,2
8867,Michael Conley,Câmera,2023-06-01,4843.06,4
8868,Mrs. Chelsea Clay MD,Monitor,2020-12-18,1463.83,5
8869,Jordan Mcclure,Monitor,2020-09-23,893.66,3
8870,Misty Lloyd,Mouse,2020-02-14,139.45,5
8871,James Smith,Roteador,2022-10-02,563.61,1
8872,Scott Williams,Impressora,2021-12-14,313.55,3
8873,Brandon Miller,Tablet,2023-11-12,1939.27,1
8874,Scott Lutz,Impressora,2022-06-09,572.77,2
8875,Jon Torres,Celular,2023-03-04,1032.59,5
8876,Mitchell Hodges,Impressora,2020-04-27,1042.65,2
8877,Luis Johnson,Roteador,2022-04-03,509.04,1
8878,Francisco Graham,Teclado,2021-04-06,139.64,1
8879,Adrian Holloway,Tablet,2020-08-20,1839.39,3
8880,Billy Williams,Celular,2021-01-06,1419.63,2
8881,Billy Bennett,Câmera,2021-11-19,4741.88,2
8882,Brian Mitchell,Celular,2022-02-08,1331.92,5
8883,Pamela Hall,Celular,2022-12-07,1695.19,2
8884,Maria Moran,Mouse,2021-02-06,82.35,4
8885,David Glenn,Câmera,2022-02-04,3847.67,3
8886,Justin Keller,Mouse,2021-03-24,198.3,2
8887,Michael Jones,Celular,2023-04-12,1617.53,3
8888,Peter Williams,Tablet,2022-02-16,1385.17,5
8889,Miguel Lopez,Monitor,2021-08-09,901.85,1
8890,Deborah Garcia,Roteador,2023-08-26,392.23,5
8891,Teresa Davis,Celular,2023-11-28,1935.81,1
8892,Jeremy Smith,Teclado,2021-07-26,340.98,4
8893,Robert Mendoza,Laptop,2022-05-18,2354.11,3
8894,Timothy Fritz,Celular,2022-02-22,1489.24,3
8895,Russell Ellis,Mouse,2023-06-24,79.18,5
8896,Christopher Cruz,Teclado,2021-09-23,294.98,5
8897,Steven Alexander,Teclado,2021-10-23,258.07,3
8898,Kimberly Bryant,Câmera,2023-05-03,3228.17,1
8899,Chelsea Stewart,Câmera,2020-08-19,2526.07,3
8900,Bryan Rivera,Celular,2021-07-26,2378.42,1
8901,Miss Debbie Gutierrez,Câmera,2022-11-15,1593.41,5
8902,Aaron Lloyd,Tablet,2022-10-29,1727.55,4
8903,Brian Martin,Celular,2021-08-11,2416.49,1
8904,Sandra Hopkins,Monitor,2021-11-04,1707.72,3
8905,Karen Berry,Roteador,2020-02-20,587.29,2
8906,Ryan Crawford,Monitor,2020-02-24,1852.12,3
8907,Andrew Jones,Fone de Ouvido,2021-01-01,180.77,5
8908,Jennifer Andrews,Monitor,2023-05-07,713.0,5
8909,Courtney Perry,Mouse,2020-03-19,144.31,5
8910,Theresa Evans,Teclado,2023-03-24,361.66,4
8911,Richard Cervantes,Câmera,2021-05-17,1569.82,5
8912,Darren Hardin,Laptop,2022-09-15,2474.49,3
8913,Alison Schaefer DDS,Tablet,2022-08-26,1718.83,5
8914,Jason Robles,Impressora,2020-06-05,453.74,4
8915,Mark Johnson,Fone de Ouvido,2022-07-17,103.4,1
8916,Stephanie Hayes,Celular,2023-04-09,2104.69,4
8917,Samantha Flores,Câmera,2023-09-27,2153.93,4
8918,James Reese,Câmera,2022-03-13,1049.5,4
8919,Ana Johnson,Laptop,2023-08-26,2100.88,2
8920,Shawn Davis,Laptop,2020-11-03,2997.11,5
8921,Joshua Sullivan,Câmera,2022-01-19,4625.07,4
8922,Jeremy Nelson,Laptop,2020-02-13,2424.53,4
8923,Sharon West,Teclado,2022-06-19,250.9,3
8924,Samantha Mills,Celular,2020-07-15,2059.78,5
8925,Lisa Vazquez,Celular,2022-02-04,1845.74,4
8926,Jacqueline Brown,Mouse,2023-02-12,189.12,3
8927,Mark Johnston,Laptop,2023-08-24,1844.99,2
8928,Nathan Clark,Teclado,2022-06-10,153.95,2
8929,Jessica Fisher MD,Tablet,2021-03-11,1429.68,3
8930,Calvin Mendez,Laptop,2022-05-27,3361.5,4
8931,Nancy Lang,Teclado,2022-02-22,235.55,3
8932,John Gibson,Celular,2020-09-08,1498.78,4
8933,Joseph Avery,Laptop,2023-03-29,2081.59,5
8934,Tiffany Medina,Mouse,2020-07-14,78.73,2
8935,Amanda Howard MD,Laptop,2020-01-21,1527.45,1
8936,Dana Howell,Laptop,2020-10-19,3991.52,1
8937,Justin Brown,Roteador,2021-03-19,484.09,3
8938,John Maldonado,Tablet,2021-10-10,1762.53,5
8939,Heather Miller,Monitor,2020-03-02,1674.63,4
8940,Jeremy Smith,Fone de Ouvido,2022-04-16,86.42,4
8941,Jillian Barker,Celular,2021-03-30,1771.05,5
8942,Daniel Stephenson,Câmera,2021-08-07,4166.26,5
8943,Kevin Atkins,Tablet,2022-06-28,619.58,4
8944,Victor George,Celular,2020-10-29,2294.2,5
8945,Nicholas Kim Jr.,Teclado,2020-12-11,351.62,3
8946,James Cruz,Celular,2022-10-26,1047.36,4
8947,Amy Miller,Celular,2023-01-06,2146.37,3
8948,David Owen,Celular,2022-09-16,892.85,1
8949,Michele Carlson,Câmera,2022-08-06,4381.03,5
8950,Seth Gordon,Tablet,2021-12-22,1339.86,1
8951,Alejandro Burns,Teclado,2022-08-12,193.38,4
8952,Daniel Morrison,Câmera,2020-12-22,1357.74,4
8953,Tanner Martin,Câmera,2021-08-31,4258.71,2
8954,Rebecca Grant,Mouse,2023-02-09,154.93,5
8955,Dan Rojas,Monitor,2022-10-30,1125.26,2
8956,Lori Hensley,Mouse,2022-01-11,157.04,5
8957,Kyle Woods,Roteador,2022-08-06,540.86,2
8958,Wayne Davis,Monitor,2022-09-27,1644.83,2
8959,Christina Erickson,Teclado,2021-03-11,208.12,2
8960,Rhonda Strickland,Fone de Ouvido,2022-08-22,216.75,3
8961,Aaron Moody,Monitor,2022-03-06,554.76,1
8962,Alexis Johnson,Fone de Ouvido,2020-05-21,217.53,4
8963,Hunter Mendoza,Teclado,2022-02-28,129.62,1
8964,Emily Pineda,Impressora,2020-02-26,1006.79,2
8965,Jonathan Rivera,Câmera,2020-02-15,2936.92,4
8966,William Weber,Fone de Ouvido,2020-10-28,259.74,1
8967,Tonya Brown,Monitor,2022-08-02,1996.27,1
8968,Mrs. Rhonda Gonzalez,Monitor,2021-06-19,1600.43,2
8969,Tonya Hunt,Teclado,2020-01-28,195.36,5
8970,Mackenzie James,Monitor,2021-11-11,1577.49,2
8971,Sandra Smith,Laptop,2023-07-09,3846.64,4
8972,Barry Williams,Mouse,2020-12-24,85.86,3
8973,Teresa Myers,Fone de Ouvido,2020-10-05,159.49,2
8974,Tammy Mcintosh,Impressora,2023-03-15,1045.61,4
8975,Christy Huang,Laptop,2021-10-04,3750.27,2
8976,Lisa Jones,Impressora,2023-12-29,988.97,3
8977,Taylor Fowler,Celular,2020-02-27,912.75,3
8978,Sarah Jones,Teclado,2023-05-29,175.01,3
8979,Alexa Brady,Fone de Ouvido,2020-12-12,146.2,1
8980,Charles Villa,Roteador,2022-01-08,297.42,4
